name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
Donald Sturgeon,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=18378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dongbing Gu,University of Essex,https://www.essex.ac.uk/people/gudon81301/dongbing-gu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Dragan Gasevic,University of Edinburgh,http://www.sfu.ca/~dgasevic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Duncan P. Brumby,University College London,https://uclic.ucl.ac.uk/people/duncan-brumby,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eamonn O'Neill,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/eamonn_oneill,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Earl T. Barr,University College London,http://earlbarr.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,19,0,0
Ebroul Izquierdo,Queen Mary University of London,http://mmv.eecs.qmul.ac.uk/Ebroul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Edel Sherratt,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/eds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Edith Elkind,University of Oxford,https://www.cs.ox.ac.uk/people/edith.elkind,4,32,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edmund T. Rolls,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/edmund_rolls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Eduard Eiben,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/eduard-eiben(9ee8fd8f-cbc6-4365-bda4-79850f62e36d).html,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Edward Anstead,Goldsmiths University of London,https://www.gold.ac.uk/computing/people/anstead-edward,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edward Johns,Imperial College London,https://www.imperial.ac.uk/people/e.johns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,6,0
Edwin C. Brady,University of St Andrews,https://edwinb.wordpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Edwin R. Hancock,University of York,https://www-users.cs.york.ac.uk/~erh,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,48,0
Edwin Simpson,University of Bristol,https://research-information.bris.ac.uk/en/persons/edwin-d-simpson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ehud Reiter,University of Aberdeen,https://www.abdn.ac.uk/people/e.reiter,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
Eike Ritter,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/ritter-eike.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eirina Bourtsoulatze,University of Essex,https://www.essex.ac.uk/people/bourt28406/eirina-bourtsoulatze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ekaterina Komendantskaya,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/ekaterina-komendantskaya.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elena Paslaru Bontas Simperl,King's College London,https://www.kcl.ac.uk/people/elena-simperl,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elham Kashefi,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Elham_Kashefi.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elias Koutsoupias,University of Oxford,https://www.cs.ox.ac.uk/people/elias.koutsoupias,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Elif Bilge Kavun,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/elif-kavun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elisa Rubegni,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/elisa-rubegni,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth A. Quaglia,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/elizabeth-quaglia(3decafb9-0da1-42be-a744-71da2e852d25).html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elizabeth Black,King's College London,https://www.kcl.ac.uk/people/elizabeth-black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Scott,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/elizabeth-scott_2b634c08-8249-413d-9654-031aed1f680b.html,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Emanuele Trucco,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0
Emil C. Lupu,Imperial College London,http://www.imperial.ac.uk/people/e.c.lupu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Emiliano De Cristofaro,University College London,http://www.cs.ucl.ac.uk/people/E.DeCristofaro.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,9,0,0,0
Emine Yilmaz,University College London,https://emineyilmaz.cs.ucl.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,2,0,0,0,0,0,0,0
Emma D. Wilson,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/emma-wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emmanuel Letier,University College London,http://letier.cs.ucl.ac.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Enrico H. Gerding,University of Southampton,https://www.ecs.soton.ac.uk/people/eg,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Enrico Malizia,King's College London,https://www.kcl.ac.uk/people/enrico-malizia,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Eran A. Edirisinghe,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/eran-edirisinghe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Atwell,University of Leeds,https://eps.leeds.ac.uk/computing/staff/33/professor-eric-atwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ernesto Jiménez-Ruiz,City University of London,https://www.city.ac.uk/people/academics/ernesto-jimenez-ruiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evangelia Kalyvianaki,University of Cambridge,https://www.cl.cam.ac.uk/~ek264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Ewan Klein,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Ewan_Klein.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
Fabio Ciravegna,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/fabio-ciravegna,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Fabio Pierazzi,King's College London,https://www.kcl.ac.uk/people/fabio-pierazzi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Fabio Zanasi,University College London,http://www.cs.ucl.ac.uk/people/F.Zanasi.html,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0
Fabrizio Costa,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/fc334,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Fariba Sadri,Imperial College London,http://www.doc.ic.ac.uk/~fs,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Federica Sarro,University College London,http://www0.cs.ucl.ac.uk/staff/F.Sarro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Federico Liberatore,Cardiff University,https://www.cardiff.ac.uk/people/view/1721244-liberatore-federico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Felipe Meneguzzi,University of Aberdeen,http://www.meneguzzi.eu/felipe,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Felipe Orihuela-Espina,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/orihuela-espina-felipe.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Feng Dong,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/feng-dong/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ferenc Huszar,University of Cambridge,https://www.inference.vc/about,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
Flavio D. Garcia,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/garcia-flavio.aspx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Florin Ciucu,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/florin_ciucu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
Francesca Toni,Imperial College London,http://www.doc.ic.ac.uk/~ft,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Francesco Belardinelli,Imperial College London,https://www.doc.ic.ac.uk/~fbelard,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Franco Raimondi,Middlesex University,http://www.rmnd.net,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0
Frank Keller,University of Edinburgh,http://homepages.inf.ed.ac.uk/keller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,0
Frank Stajano,University of Cambridge,https://www.cl.cam.ac.uk/~fms27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frank Wang,University of Kent,https://www.cs.kent.ac.uk/people/staff/fzw,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Frank Wolter,University of Liverpool,http://www.csc.liv.ac.uk/~frank,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
Frans Coenen,University of Liverpool,http://www.csc.liv.ac.uk/~frans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
François Dupressoir,University of Bristol,https://fdupress.net,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Frederic Fol Leymarie,Goldsmiths University of London,https://www.gold.ac.uk/computing/staff/f-folleymarie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Frederick W. B. Li,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=4509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Frederik Mallmann-Trenn,King's College London,https://www.kcl.ac.uk/people/frederik-mallman-trenn,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
Fredrik Nordvall Forsberg,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/fredrik-nordvall-forsberg/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Frédéric Labrosse,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ffl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
G. A. Kavvos,University of Bristol,https://www.lambdabetaeta.eu,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Gabriel J. Brostow,University College London,http://www0.cs.ucl.ac.uk/staff/g.brostow,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
Gareth Tyson,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~tysong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,1,0,0
Gavin Brown 0001,University of Manchester,https://www.research.manchester.ac.uk/portal/Gavin.Brown.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gavin Lowe,University of Oxford,http://www.cs.ox.ac.uk/gavin.lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gennady L. Andrienko,City University of London,https://www.city.ac.uk/people/academics/gennady-andrienko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Geoff V. Merrett,University of Southampton,https://www.ecs.soton.ac.uk/people/gm1r07,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georg Gottlob,University of Oxford,https://www.cs.ox.ac.uk/people/georg.gottlob,4,18,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,49,0,0,0,0,0,0,0,0
George Alex Koulieris,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=17133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
George B. Mertzios,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=9703,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Christodoulou 0001,University of Liverpool,https://cgi.csc.liv.ac.uk/~gchristo,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Ghinea,Brunel University London,https://www.brunel.ac.uk/people/george-ghinea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Konstantinidis 0001,University of Southampton,https://www.ecs.soton.ac.uk/people/gk1e17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
George Parisis,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/334868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
George Spanoudakis,City University of London,https://www.city.ac.uk/people/academics/george-spanoudakis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
George Theodorakopoulos 0001,Cardiff University,https://www.cardiff.ac.uk/people/view/118169-theodorakopoulos-george,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Georgios Karakonstantis,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=g.karakonstantis,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgios Leontidis,University of Aberdeen,https://www.abdn.ac.uk/people/georgios.leontidis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Geraint Jones,University of Oxford,http://www.cs.ox.ac.uk/people/geraint.jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gerald Kotonya,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/gerald-kotonya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Schaefer,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/gerald-schaefer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Gerardo Aragon-Camarasa,University of Glasgow,http://www.dcs.gla.ac.uk/~gerardo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Gethin Norman,University of Glasgow,http://www.dcs.gla.ac.uk/people/personal/gethin,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Geyong Min,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/gm321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gianluca Memoli,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/390809,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gianni Antichi,Queen Mary University of London,http://eecs.qmul.ac.uk/profiles/antichigianni.html,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gihan R. Mudalige,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/Gihan_Mudalige,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giuliano Casale,Imperial College London,http://wp.doc.ic.ac.uk/gcasale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
Glynn Winskel,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/glynn-winskel/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,1,0,0,0
Gordon D. Love,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordon D. Plotkin,University of Edinburgh,http://homepages.inf.ed.ac.uk/gdp,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0
Gordon S. Blair,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/gordon-blair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Graham Cormode,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/graham_cormode,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,53,1,0,0,0,0,0,0,0
Graham Hutton,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/graham.hutton,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
Gregory Z. Gutin,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/gregory-gutin_6b1b6d2e-2ebd-4bc0-8d8b-f258381c1f44.html,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Grigorios Loukides,King's College London,https://www.kcl.ac.uk/people/grigorios-loukides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Guang-Zhong Yang,Imperial College London,http://www.imperial.ac.uk/people/g.z.yang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,4,2
Guido Sanguinetti,University of Edinburgh,http://homepages.inf.ed.ac.uk/gsanguin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Guoping Qiu,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/guoping.qiu,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Guy J. Brown,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/guy-brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
Guy McCusker,University of Bath,http://www.cs.bath.ac.uk/~gam23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Haibin Cai,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/caihaibin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Haiko Müller,University of Leeds,https://eps.leeds.ac.uk/computing/staff/241/dr-haiko-muller,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiping Lu,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/haiping-lu,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hakan Bilen,University of Edinburgh,https://homepages.inf.ed.ac.uk/hbilen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,11,0
Hakan Ferhatosmanoglu,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/hakan_ferhatosmanoglu,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0
Hamish A. Carr,University of Leeds,https://eps.leeds.ac.uk/computing/staff/499/dr-hamish-carr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Hamish Cunningham,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/hamish-cunningham,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hana Chockler,King's College London,https://www.kcl.ac.uk/informatics/about/people?role=Academics,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0
Hannah M. Dee,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/hmd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hans Vandierendonck,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=h.vandierendonck,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hans-Werner Gellersen,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/hans-gellersen,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hans-Wolfgang Loidl,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/hans-wolfgang-loidl.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hansung Kim,University of Southampton,https://www.ecs.soton.ac.uk/people/hk1f20#publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Hao Yang,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~yang,0,4,0,0,1,0,0,0,0,0,2,1,3,0,0,4,0,1,1,0,0,2,3,0,14,1
Harsh Beohar,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/harsh-beohar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hatice Gunes,University of Cambridge,https://www.cl.cam.ac.uk/~hg410,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He Sun 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/hsun4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
He Wang 0002,University of Leeds,https://eps.leeds.ac.uk/computing/staff/868/dr-he-wang,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
Heather S. Packer,University of Southampton,https://www.ecs.soton.ac.uk/people/hsp2m10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helen C. Purchase,University of Glasgow,http://www.dcs.gla.ac.uk/~hcp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen F. Hastie,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/helen-frances-hastie.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Helen Pain,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Helen_Pain.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helen Petrie,University of York,https://www-users.cs.york.ac.uk/~petrie,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helen Sharp,Open University UK,http://stem.open.ac.uk/people/hcs2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Helen Yannakoudakis,King's College London,https://www.kcl.ac.uk/people/helen-yannakoudakis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Heng Guo 0001,University of Edinburgh,http://homepages.inf.ed.ac.uk/hguo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henrik Nilsson,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/henrik.nilsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Henry S. Thompson,University of Edinburgh,http://www.ltg.ed.ac.uk/~ht,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Henry Thompson,University of Edinburgh,http://www.ltg.ed.ac.uk/~ht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Herbert Wiklicky,Imperial College London,http://www.doc.ic.ac.uk/~herbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hiroshi Shimodaira,University of Edinburgh,http://homepages.inf.ed.ac.uk/hshimoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hiroyuki Kido,Cardiff University,https://www.cardiff.ac.uk/people/view/1724085-kido-hiroyuki,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
