name,institution,homepage,act,ai,arch,bed,bio,chi,comm,crypt,da,ecom,graph,hpc,ir,log,metrics,mlmining,mobile,mod,nlp,ops,plan,robotics,sec,soft,vision,visualization
Sean MacAvaney,University of Glasgow,https://www.gla.ac.uk/schools/computing/staff/seanmacavaney/,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0
Sebastian Hunt,City University of London,https://www.city.ac.uk/people/academics/sebastian-hunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sebastian Stein 0001,University of Southampton,https://www.ecs.soton.ac.uk/people/ss1y07,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Wild,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/sebastian-wild/publications,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergey Mechtaev,University College London,http://mechtaev.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Sergio Maffeis,Imperial College London,https://www.doc.ic.ac.uk/~maffeis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
Seth Bullock,University of Bristol,http://www.bristol.ac.uk/engineering/people/seth-g-bullock/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Seth Flaxman,University of Oxford,https://www.cs.ox.ac.uk/people/seth.flaxman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Seth R. Flaxman,University of Oxford,https://www.cs.ox.ac.uk/people/seth.flaxman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Sethu Vijayakumar,University of Edinburgh,http://homepages.inf.ed.ac.uk/svijayak,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,50,0,0,1,0
Seán F. McLoone,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=s.mcloone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shalom Lappin,Queen Mary University of London,http://eecs.qmul.ac.uk/profiles/lappinshalom.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Shan Luo,University of Liverpool,https://cgi.csc.liv.ac.uk/~shanluo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0
Shaogang Gong,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~sgg,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,70,0
Sharon Goldwater,University of Edinburgh,http://homepages.inf.ed.ac.uk/sgwater,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,0,1,0,0
Shay B. Cohen,University of Edinburgh,http://homepages.inf.ed.ac.uk/scohen,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,0,0,0,0,0,0,0
Shimon Whiteson,University of Oxford,http://www.cs.ox.ac.uk/people/shimon.whiteson,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,4,0,0,0,0
Shishir Nagaraja,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/shishir-nagaraja/publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Shiyan Hu,University of Southampton,https://www.ecs.soton.ac.uk/people/sh2e19,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoaib Jameel,University of Essex,https://www.essex.ac.uk/people/jamee22406/shoaib-jameel,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0
Shuo Wang 0005,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/shuo-wang.aspx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Simon A. Dobson,University of St Andrews,https://simondobson.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Attfield,Middlesex University,http://www.cs.mdx.ac.uk/people/simon-attfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Simon Colton,Queen Mary University of London,http://eecs.qmul.ac.uk/profiles/coltonsimon.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Simon Dixon,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~simond,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Hadfield,University of Surrey,http://personal.ee.surrey.ac.uk/Personal/S.Hadfield/biography.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,12,0
Simon Harper,University of Manchester,https://www.research.manchester.ac.uk/portal/simon.harper.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Holland,Open University UK,http://stem.open.ac.uk/people/sh2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Simon J. Gay,University of Glasgow,http://www.dcs.gla.ac.uk/~simon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Simon J. Julier,University College London,http://www0.cs.ucl.ac.uk/people/S.Julier,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,2
Simon J. Thompson,University of Kent,https://www.cs.kent.ac.uk/~sjt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Simon King,University of Edinburgh,http://homepages.inf.ed.ac.uk/simonk,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon L. Jones,University of Bath,http://people.bath.ac.uk/cs3sj,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon M. Lucas,Queen Mary University of London,http://csee.essex.ac.uk/acstaff/sml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Simon Maskell,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/simon-maskell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Simon McIntosh-Smith,University of Bristol,http://www.cs.bris.ac.uk/~simonm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Miles,King's College London,https://www.kcl.ac.uk/people/simon-miles,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Parsons,King's College London,https://www.kcl.ac.uk/people/professor-simon-parsons,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Simon Rogers,University of Glasgow,http://www.dcs.gla.ac.uk/~srogers,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
Simon W. Moore,University of Cambridge,https://www.cl.cam.ac.uk/~swm11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Simone Stumpf,City University of London,https://www.city.ac.uk/people/academics/simone-stumpf,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Simone Teufel,University of Cambridge,https://www.cl.cam.ac.uk/~sht25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Siyuan Ji,University of York,https://www.cs.york.ac.uk/people/?group=Academic%20and%20Teaching%20Staff&username=ji,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solon P. Pissis,King's College London,https://www.kcl.ac.uk/people/solon-pissis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Son T. Mai,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=ThaiSon.Mai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
Sophia Ananiadou,University of Manchester,http://www.manchester.ac.uk/research/Sophia.ananiadou,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0
Sophia Drossopoulou,Imperial College London,https://wp.doc.ic.ac.uk/sd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
Soteris Demetriou,Imperial College London,https://www.imperial.ac.uk/computing/people/academic-staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Spyridon Samothrakis,University of Essex,https://www.essex.ac.uk/people/samot88004/spyros-samothrakis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Srinivasan Keshav,University of Cambridge,http://blizzard.cs.uwaterloo.ca/keshav,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Sriram Subramanian,University College London,https://uclic.ucl.ac.uk/people/sriram-subramanian,0,0,0,0,0,46,0,0,0,0,2,0,0,0,0,1,0,2,0,5,0,1,0,0,0,1
Stanislav Zivný,University of Oxford,http://zivny.cz,11,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
Stefan Kiefer,University of Oxford,https://www.cs.ox.ac.uk/people/stefan.kiefer,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Marr,University of Kent,http://stefan-marr.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
Stefan S. Dantchev,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=2378,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Padilla,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/stefano-padilla.htm,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefano Vissicchio,University College London,http://www.cs.ucl.ac.uk/people/S.Vissicchio.html,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stefanos Zafeiriou,Imperial College London,http://www.imperial.ac.uk/people/s.zafeiriou,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,58,0
Stephanie M. Wilson,City University of London,https://www.city.ac.uk/people/academics/stephanie-wilson,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen A. Brewster,University of Glasgow,http://www.dcs.gla.ac.uk/~stephen,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Cameron,University of Oxford,http://www.cs.ox.ac.uk/stephen.cameron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Stephen G. Pulman,University of Oxford,https://www.cs.ox.ac.uk/people/stephen.pulman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Stephen H. Muggleton,Imperial College London,http://wp.doc.ic.ac.uk/shm,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Stephen Hailes,University College London,http://www0.cs.ucl.ac.uk/staff/S.Hailes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
Stephen J. Maybank,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/sjmaybank,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Stephen J. McKenna,University of Dundee,http://staff.computing.dundee.ac.uk/stephen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Stephen J. Payne,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/stephen_payne,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Kell,King's College London,https://www.humprog.org/~stephen/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Steve A. Schneider,University of Surrey,https://www.surrey.ac.uk/people/steve-schneider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Steve B. Furber,University of Manchester,https://www.research.manchester.ac.uk/portal/steve.furber.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Steve Benford,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/steve.benford,0,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Steve R. Gunn,University of Southampton,https://www.ecs.soton.ac.uk/people/srg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Steve Renals,University of Edinburgh,http://homepages.inf.ed.ac.uk/srenals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
Steve Uhlig,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~steve,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0
Steven Houben,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/steven-houben,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Steven J. Murdoch,University College London,http://sec.cs.ucl.ac.uk/users/smurdoch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
Steven J. Ramsay,University of Bristol,http://www.bristol.ac.uk/engineering/departments/computerscience/people/steven-j-ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0
Steven Schockaert,Cardiff University,https://www.cardiff.ac.uk/people/view/133772-schockaert-steven,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0
Stratis Viglas,University of Edinburgh,http://homepages.inf.ed.ac.uk/sviglas,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
Stuart Anderson,University of Edinburgh,https://www.inf.ed.ac.uk/people/staff/Stuart_Anderson.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Stuart M. Allen,Cardiff University,https://www.cardiff.ac.uk/people/view/78682-allen-stuart,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Reeves,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/stuart.reeves,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subramanian Ramamoorthy,University of Edinburgh,http://homepages.inf.ed.ac.uk/sramamoo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Suiping Zhou,Middlesex University,http://www.cs.mdx.ac.uk/people/suiping-zhou,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suresh Manandhar,University of York,https://www-users.cs.york.ac.uk/~suresh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Susan Eisenbach,Imperial College London,http://www.imperial.ac.uk/people/s.eisenbach,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
Susmit Sarkar,University of St Andrews,https://ss265.host.cs.st-andrews.ac.uk,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0
Sven Schewe,University of Liverpool,http://www.csc.liv.ac.uk/~sven,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
Taku Komura,University of Edinburgh,http://homepages.inf.ed.ac.uk/tkomura,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1
Tam Vu 0001,University of Oxford,https://www.cs.ox.ac.uk/people/tam.vu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,1,0,0,0
Tanaya Guha,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/tanaya_guha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tao Chen 0001,Loughborough University,https://www.lboro.ac.uk/departments/compsci/staff/academic-teaching/tao-chen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Tao Xiang,University of Surrey,http://www.eecs.qmul.ac.uk/~txiang,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,83,0
Taolue Chen,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/taolue-chen,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,2,0,0
Ted Briscoe,University of Cambridge,https://www.cl.cam.ac.uk/~ejb1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
Terri K. Attwood,University of Manchester,https://www.research.manchester.ac.uk/portal/teresa.k.attwood.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry R. Payne,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/terry-payne,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thanassis Tiropanis,University of Southampton,https://www.ecs.soton.ac.uk/people/at1o07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanh-Toan Do,University of Liverpool,https://www.liverpool.ac.uk/computer-science/staff/thanh-toan-do,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0
Thein Than Tun,Open University UK,http://stem.open.ac.uk/people/ttt23-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Theodoros Damoulas,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/theo_damoulas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1
Thomas F. Melham,University of Oxford,http://www.cs.ox.ac.uk/tom.melham/home.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Thomas Heinis,Imperial College London,http://wp.doc.ic.ac.uk/theinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Thomas Lukasiewicz,University of Oxford,http://www.cs.ox.ac.uk/thomas.lukasiewicz,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,6,0,0,0,0,0,3,0
Thomas Nowotny,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/206151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Thomas Sauerwald,University of Cambridge,https://www.cl.cam.ac.uk/~tms41,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thorsten Altenkirch,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/thorsten.altenkirch,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0
Tilo Burghardt,University of Bristol,http://www.cs.bris.ac.uk/~burghard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Tim Muller,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/tim.muller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Storer,University of Glasgow,http://www.dcs.gla.ac.uk/~tws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tim Weyrich,University College London,http://www.cs.ucl.ac.uk/staff/t.weyrich,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
Timothy G. Griffin,University of Cambridge,https://www.cl.cam.ac.uk/~tgg22,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,4,0,0,1,0,0,0,0,0
Timothy J. Norman,University of Southampton,https://www.ecs.soton.ac.uk/people/tjn1f15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy M. Hospedales,University of Edinburgh,http://homepages.inf.ed.ac.uk/thospeda,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,3,0,0,4,0,0,50,0
Timothy M. Jones 0001,University of Cambridge,https://www.cl.cam.ac.uk/~tmj32,0,0,14,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0
Tingting Han 0001,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/tingting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Ritschel 0001,University College London,http://www0.cs.ucl.ac.uk/people/T.Ritschel.html,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
Toby P. Breckon,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
Toby S. Cubitt,University College London,http://www.dr-qubit.org,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Chothia,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/chothia-tom.aspx,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0
Tom Friedetzky,Durham University,https://www.dur.ac.uk/computer.science/staff/profile/?id=1163,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Gur,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/tom_gur,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Kelly,University of Leeds,https://eps.leeds.ac.uk/computing/staff/1545/dr-tom-kelly,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0
Tom Rodden,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/tom.rodden,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom S. F. Haines,University of Bath,http://thaines.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Tomasz Radzik,King's College London,https://www.kcl.ac.uk/people/tomasz-radzik,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Field,Imperial College London,http://wp.doc.ic.ac.uk/ajf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Tony J. Prescott,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/tony-prescott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0
Tony P. Pridmore,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/tony.pridmore,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Torsten Mütze,University of Warwick,https://warwick.ac.uk/fac/sci/dcs/people/torsten_mutze,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracy Hall,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/tracy-hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trevor I. Fenner,Birkbeck University of London,https://www.dcs.bbk.ac.uk/about/people/academic-staff/trevor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tristan Henderson,University of St Andrews,https://tnhh.org,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Uday S. Reddy,University of Birmingham,https://www.birmingham.ac.uk/staff/profiles/computer-science/academic-staff/reddy-uday.aspx,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
Ullrich Hustadt,University of Liverpool,http://www.csc.liv.ac.uk/~ullrich,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulrike Sattler,University of Manchester,http://www.cs.man.ac.uk/~sattler,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ursula Martin,University of Oxford,https://www.cs.ox.ac.uk/people/ursula.martin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Uta Hinrichs,University of St Andrews,http://www.utahinrichs.de,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Vahid Garousi,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=v.garousi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Valentina A. M. Tamma,University of Liverpool,http://www.csc.liv.ac.uk/~valli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Kanade,University of Oxford,http://www.cs.ox.ac.uk/people/varun.kanade,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Vasa Curcin,King's College London,https://www.kcl.ac.uk/people/vasa-curcin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vasileios Giotsas,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/vasileios-giotsas,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Venanzio Capretta,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/venanzio.capretta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Verena Rieser,Heriot-Watt University,https://www.hw.ac.uk/staff/uk/macs/verena-rieser.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
